cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total,valor aluguel reduzido
Ananindeua,220,3,4,1,4,1,1,2483,2114,1900,24,6521,1675.5404228894656
Vitória,132,2,3,2,6,1,1,1848,4070,109,60,6087,2911.9623893415887
Vila Velha,292,1,2,1,17,1,0,1527,8754,748,32,11061,6707.912157376816
Maceió,264,1,2,4,8,0,0,4606,6627,1056,131,12420,4765.745422373234
Campinas,303,1,3,4,9,0,1,1892,8851,986,184,11913,6345.8270574374
Santo André,76,4,3,4,9,1,0,2182,7527,1004,160,10873,5627.182025161166
Barueri,488,4,1,4,12,1,0,2911,4869,1253,49,9082,3507.1331727156644
Vila Velha,383,4,3,3,13,1,0,2242,7816,1522,130,11710,5475.406259349889
Ribeirão Preto,415,4,1,1,14,0,0,1980,6987,526,166,9659,5381.029502265152
Caxias do Sul,112,3,4,0,3,1,1,2462,5876,1940,170,10448,4355.649636924815
Campinas,496,2,2,1,7,1,0,3445,6598,1629,183,11855,5216.192080407184
São José dos Campos,283,4,3,0,2,1,0,52,9286,1816,95,11249,7248.826360844857
Natal,116,5,4,1,13,0,0,4353,5643,280,50,10326,4158.598720564371
Uberlândia,382,1,4,3,19,0,0,2385,9415,1983,63,13846,6871.478943687544
Betim,359,2,1,3,13,0,0,2871,8748,1316,59,12994,6376.491883313408
Teresina,207,3,4,3,19,1,0,3750,6592,816,160,11318,4958.66787579945
Jaboatão dos Guararapes,145,2,4,4,9,1,0,1648,4956,842,106,7552,3740.5615768555576
Teresina,215,1,4,3,15,1,0,440,1761,199,120,2520,1393.9456089149207
Fortaleza,360,5,1,0,4,1,1,3979,1205,1656,33,6873,884.8506823649341
Salvador,221,4,4,4,1,1,1,1539,1351,1963,167,5020,946.7307381306571
Osasco,335,4,1,4,12,0,0,1785,3807,1140,85,6817,2862.59848826956
Jaboatão dos Guararapes,388,1,3,2,5,0,1,486,5216,205,195,6102,3685.158062675239
Belém,160,3,3,2,17,1,1,423,1157,278,21,1879,923.7067090591671
Curitiba,119,1,4,2,3,0,0,119,2862,245,14,3240,2082.5603655025493
Cuiabá,418,1,2,4,4,1,1,346,6266,54,46,6712,4421.9941706616755
Belém,370,5,2,2,14,0,0,4889,2268,99,108,7364,1708.2216155096764
Florianópolis,333,1,4,0,3,0,1,4867,4626,1823,188,11504,3564.005503684157
Serra,305,2,1,2,9,1,0,357,4652,516,151,5676,3304.3591193692664
Jaboatão dos Guararapes,101,2,1,1,11,0,0,2464,5323,1235,96,9118,3808.7388664561527
Salvador,456,5,1,2,19,1,1,2831,9116,562,17,12526,6725.033535850812
Sorocaba,418,5,1,2,7,0,1,1317,2829,1172,177,5495,2117.5821884197035
Caxias do Sul,139,2,4,0,16,0,1,2501,1632,186,25,4344,1184.2963974130498
Osasco,272,5,1,4,6,0,0,4021,7849,1574,175,13619,5774.671572424557
Porto Velho,277,4,2,1,3,1,1,3560,1271,1883,34,6748,931.6625271652706
São Paulo,194,5,4,2,16,0,0,1949,2296,1524,16,5785,1724.4647303245786
São Luís,405,1,3,2,7,1,0,353,8055,518,48,8974,6090.933193983006
Campinas,330,5,3,3,9,0,1,923,1560,345,136,2964,1166.1489829069988
Serra,462,5,3,4,9,0,0,1306,1162,358,17,2843,881.4852081245818
Uberlândia,145,4,3,1,19,0,1,2174,6819,1804,14,10811,4827.8105668569015
Santo André,435,3,3,1,12,0,1,4377,9668,124,125,14294,6802.917795693935
Goiânia,232,3,1,1,17,0,1,406,6552,119,32,7109,4776.74049154797
Salvador,329,5,1,0,13,0,1,62,8845,740,126,9773,6783.01144192536
Jundiaí,199,2,2,1,4,1,1,1054,9145,1177,118,11494,7110.597072869378
Maceió,267,1,1,3,1,1,1,847,9418,1761,84,12110,6866.869863013267
Campinas,39,4,3,3,3,1,0,1001,6182,363,27,7573,4584.058541636875
Londrina,481,3,3,2,0,0,1,1438,2432,191,14,4075,1792.8950631314835
Campo Grande,129,3,1,3,13,1,1,1708,807,1540,193,4248,605.1813228989722
Belo Horizonte,411,4,4,3,5,1,1,1423,5796,1761,180,9160,4482.661440433027
Montes Claros,280,1,4,0,12,0,1,2746,4509,823,44,8122,3251.5933267618375
Uberlândia,105,2,4,3,6,1,0,2308,9739,1076,77,13200,7074.539090958501
Niterói,134,2,1,0,16,0,0,4768,6702,1833,172,13475,5307.3506525717385
Goiânia,373,2,1,4,15,0,1,348,4823,603,77,5851,3823.4967720075683
João Pessoa,142,2,1,4,1,1,1,1120,4041,1485,170,6816,3158.1715329463577
Maringá,33,3,2,1,10,0,1,1138,1989,365,49,3541,1526.665842921845
Londrina,97,3,4,4,1,1,1,4196,789,1455,88,6528,552.5494302601159
São Gonçalo,194,5,4,0,10,1,0,4725,2703,759,58,8245,2090.939954217203
Salvador,45,3,3,3,4,1,1,841,2264,1496,31,4632,1693.6199235407914
Brasília,447,1,2,0,19,0,0,3009,855,1062,81,5007,628.595029267674
Jaboatão dos Guararapes,148,5,4,3,10,0,0,3106,4830,807,48,8791,3740.7169149730144
Rio de Janeiro,91,4,3,4,7,0,0,1556,9996,1307,55,12914,7753.53529536159
Duque de Caxias,385,1,3,4,14,0,0,4557,9918,74,58,14607,7830.417147987425
São José dos Campos,203,1,1,4,15,1,1,2029,3460,605,87,6181,2723.7178471723587
Cuiabá,376,5,1,4,14,0,1,4210,836,1308,74,6428,636.0653893637697
Santo André,68,2,3,2,0,1,1,657,8810,707,97,10271,6932.466695809571
Aparecida de Goiânia,285,3,1,0,6,1,1,4233,4121,190,157,8701,3159.811691069814
Belo Horizonte,289,4,3,4,10,0,1,1188,7503,1547,64,10302,5641.269765959152
Manaus,248,5,4,1,1,1,1,2515,1967,1143,183,5808,1399.6756134251532
Niterói,26,4,3,2,19,0,0,3008,4489,1558,183,9238,3419.5028856727436
Londrina,24,3,4,1,17,1,1,3100,5277,284,188,8849,3897.00788761434
Fortaleza,436,3,4,0,4,0,1,1661,4403,1658,51,7773,3350.4053739558453
Feira de Santana,285,1,2,0,3,1,0,4006,3030,241,18,7295,2270.926129468747
Salvador,448,4,3,4,14,1,0,854,7595,1525,40,10014,5951.020740715732
Recife,474,2,3,1,9,0,1,152,7483,830,160,8625,5507.152332738695
Santo André,96,2,4,4,14,0,0,1536,3402,778,104,5820,2684.370319460185
Fortaleza,310,3,1,0,13,0,0,1812,2794,774,132,5512,2113.4377750588646
Aparecida de Goiânia,80,2,2,2,5,0,1,3702,3563,1958,133,9356,2848.9906209768933
Boa Vista,392,1,1,4,10,0,0,868,5204,65,26,6163,4098.924229392298
Boa Vista,433,4,4,4,3,0,0,1104,5099,735,99,7037,4005.4152939963305
Salvador,332,2,3,3,7,0,1,3815,1268,976,99,6158,997.9105182705031
Caxias do Sul,243,5,3,1,14,0,1,737,9736,1524,72,12069,6936.704406474806
Manaus,311,5,2,1,13,0,0,4802,2410,154,134,7500,1922.1028307880658
Feira de Santana,275,3,1,4,9,1,1,1782,3907,954,195,6838,2735.2433808191195
Boa Vista,486,4,4,4,9,1,0,3258,4112,170,92,7632,2915.782449251391
Osasco,83,4,2,0,9,1,0,730,6683,1567,62,9042,5073.285479910244
Manaus,450,2,2,4,10,1,1,2146,3562,578,30,6316,2800.4487788537276
Montes Claros,107,1,4,4,9,1,1,149,3628,1440,67,5284,2562.9618787532586
Jaboatão dos Guararapes,423,3,3,2,12,1,1,2385,3747,1025,188,7345,2668.1732282431885
Macapá,218,3,1,2,2,1,1,1791,1285,1644,33,4753,991.9169650281649
Campinas,342,5,1,1,19,1,1,734,5674,916,186,7510,4203.2042867613645
Jundiaí,292,5,1,4,12,0,0,2536,9204,112,110,11962,7025.210714112904
Vila Velha,345,1,4,1,4,0,0,4815,3839,1602,27,10283,3051.5759156866193
Curitiba,177,1,1,1,11,0,0,1892,9818,1302,134,13146,6944.749141081308
Jaboatão dos Guararapes,125,4,4,2,3,1,0,1323,6812,364,171,8670,5198.218832206171
Santo André,380,3,2,3,4,0,0,2561,7900,1311,183,11955,6267.224407775521
João Pessoa,95,4,4,4,3,0,1,995,9640,1474,28,12137,7041.78397121635
Piracicaba,216,1,3,3,14,0,0,2355,8415,1114,137,12021,6343.735759885477
Teresina,182,1,2,3,17,1,1,4548,7780,1835,96,14259,5902.412253180161
Sorocaba,197,3,3,3,18,1,1,2088,5884,1674,85,9731,4131.502962439964
Fortaleza,68,3,4,1,6,0,0,3681,8543,1592,153,13969,6472.641135081492
Caxias do Sul,353,2,4,2,12,1,1,2108,5700,1171,24,9003,4107.926120067626
Curitiba,147,4,3,2,3,0,1,1532,3964,1193,190,6879,3037.5819116171056
Santo André,472,2,1,4,19,0,0,2002,1549,1954,97,5602,1228.7744071778818
Jundiaí,208,3,3,3,19,1,1,4056,2948,1534,83,8621,2354.5832312945913
Brasília,248,3,1,0,3,1,1,4144,9288,1882,197,15511,7138.240654172877
Piracicaba,345,1,1,3,8,1,0,4432,6688,777,183,12080,4930.687925399928
Maceió,483,3,2,4,16,0,1,3940,2663,343,141,7087,2071.664194057513
Campo Grande,385,1,4,3,9,1,0,793,8828,728,168,10517,6918.01876278352
Boa Vista,49,2,3,0,10,0,0,4093,1943,1625,195,7856,1388.7920780499283
Piracicaba,299,1,1,4,19,0,0,713,4553,354,113,5733,3346.8149648577773
Piracicaba,202,5,1,3,11,1,1,4087,1552,1570,93,7302,1179.8401863121403
São José dos Campos,132,5,1,3,11,1,0,2247,4897,267,174,7585,3429.4899194619434
Joinville,426,1,2,2,1,0,1,4689,6584,1734,88,13095,4652.874496464974
Jundiaí,109,2,4,0,10,1,0,4672,8309,723,30,13734,5863.591311591595
Cuiabá,455,3,1,2,17,1,0,3785,9546,1266,99,14696,6989.852022047976
Santo André,478,4,2,4,13,0,1,2562,7536,1872,45,12015,5386.72571140116
Contagem,285,2,4,3,15,0,1,3069,3147,248,163,6627,2242.0910586170753
Boa Vista,380,3,1,2,18,0,0,1290,6237,1160,149,8836,4950.837998462746
Natal,66,1,4,2,2,1,1,3766,5935,103,106,9910,4511.152920863061
Barueri,237,4,4,4,14,1,0,4370,6379,84,189,11022,4711.817442832913
Belo Horizonte,241,1,1,1,9,0,1,2835,4531,989,18,8373,3299.0785403982604
Manaus,387,5,1,1,3,0,0,897,2818,236,65,4016,2250.3763061729123
Porto Alegre,45,1,4,1,9,1,0,2750,4428,987,175,8340,3349.9061144539023
Campinas,408,3,2,2,2,0,0,2815,2834,1544,197,7390,2225.1446389416783
Londrina,280,3,2,4,11,1,0,2368,8543,953,153,12017,6041.502689889258
São José dos Campos,191,4,2,3,2,1,0,3667,3988,10,23,7688,3109.9172144973145
Salvador,494,2,3,3,17,1,1,1120,5453,394,132,7099,4055.4478361848624
Maringá,176,5,2,1,19,1,0,3576,6648,880,29,11133,4901.189244983545
Brasília,348,2,2,4,2,1,1,2260,9385,1446,129,13220,6799.906969113192
Osasco,247,4,2,4,10,0,0,16,7761,1226,168,9171,5857.496517662757
Teresina,47,3,1,3,4,1,0,3513,8733,1666,119,14031,6322.545555967998
Jaboatão dos Guararapes,459,3,4,2,18,1,0,4322,4879,29,105,9335,3745.694995651201
Maceió,339,4,1,4,5,1,1,1403,8688,121,101,10313,6810.264902278275
Porto Alegre,54,1,1,0,7,1,1,540,4253,1809,127,6729,3148.9682259662095
Piracicaba,130,2,2,1,5,0,1,3189,9926,1584,81,14780,7333.813493670941
Duque de Caxias,449,4,1,3,1,1,0,2144,6890,1509,67,10610,5329.329436746715
João Pessoa,67,2,3,4,4,0,0,4165,7360,1138,92,12755,5476.860861262669
Piracicaba,65,2,1,1,15,1,1,1092,5893,872,137,7994,4153.620751525104
Uberlândia,40,4,3,2,1,0,0,1997,7284,1365,118,10764,5177.31846772369
Barueri,142,1,1,2,13,1,0,4200,4384,1326,23,9933,3102.6734861145155
Niterói,170,2,2,1,12,1,1,4687,1402,1396,100,7585,991.642369633289
Contagem,404,1,2,1,3,1,0,1668,7084,764,185,9701,5385.543945210447
Belo Horizonte,330,5,2,2,18,0,0,3404,3210,529,138,7281,2260.326104607315
São Gonçalo,85,3,3,4,9,1,1,2223,8941,1502,49,12715,6481.421965493822
Brasília,81,1,4,2,15,1,0,2067,9508,897,22,12494,6977.873146507559
Maringá,451,2,4,4,8,0,1,3028,9033,1128,87,13276,6396.157358136052
Piracicaba,458,3,4,1,15,0,0,3203,1314,227,78,4822,1034.7467481235142
Maringá,22,3,4,0,19,0,1,4517,3540,395,197,8649,2616.228531808493
Joinville,339,5,2,1,9,0,1,2005,784,600,194,3583,589.0645053378666
Ananindeua,136,5,4,2,12,0,0,3503,1037,1904,76,6520,828.1336227094151
Feira de Santana,468,5,3,4,11,1,1,4944,8049,1195,106,14294,5913.646098123673
São José dos Campos,165,4,3,3,1,1,0,4849,3487,1280,138,9754,2663.930429889553
São Luís,229,3,2,1,0,0,0,1102,7621,756,11,9490,5578.56946666523
Boa Vista,357,2,3,0,15,0,1,94,5438,1710,112,7354,4219.970806045803
Boa Vista,406,5,4,1,17,1,0,2097,2552,1628,170,6447,2008.4809049382552
Londrina,214,5,1,2,0,1,1,146,2570,777,94,3587,1942.8251895677538
Goiânia,377,5,1,2,10,0,0,2931,3620,1626,149,8326,2696.2429655876967
Jaboatão dos Guararapes,430,3,2,2,11,0,0,4176,5419,565,166,10326,4298.599662140478
Boa Vista,290,3,4,3,4,0,0,551,3476,1196,198,5421,2633.1187389813754
João Pessoa,409,3,3,3,5,0,1,2069,1933,688,149,4839,1541.7448268238036
Cuiabá,25,1,2,4,14,1,1,4347,5364,318,90,10119,4231.463426998149
Contagem,114,1,3,2,3,0,1,2734,7846,689,142,11411,5817.690859527571
Macapá,463,3,2,4,4,1,0,1775,7994,203,30,10002,5747.203318216976
Campo Grande,159,5,2,3,9,1,1,2253,2945,21,78,5297,2259.323759254175
Fortaleza,28,3,4,2,0,1,0,2693,6217,857,133,9900,4632.134598592566
Maceió,237,3,2,4,10,1,1,1812,5503,258,145,7718,4233.805584556594
Maceió,397,4,2,0,16,0,1,2123,6563,659,139,9484,4632.460329421424
Betim,447,5,2,0,10,1,0,418,2023,423,40,2904,1550.5103682829833
São Paulo,434,4,1,2,12,1,1,937,6210,643,104,7894,4402.74983334121
Mogi das Cruzes,481,3,1,0,17,1,0,816,6876,236,141,8069,5315.3700861067
Goiânia,110,1,4,0,15,0,1,383,3581,910,58,4932,2717.882159888874
Aparecida de Goiânia,369,4,1,3,15,0,1,378,3155,713,37,4283,2438.7544813255017
São Paulo,277,5,4,4,6,1,1,3969,4329,26,92,8416,3030.4701882620257
Sorocaba,290,3,3,1,5,0,0,1549,7115,1762,131,10557,5255.843518437965
Piracicaba,459,2,1,1,4,0,1,835,3377,1506,51,5769,2470.801930702497
Serra,201,3,2,0,4,1,1,4015,2486,1048,83,7632,1945.9680935003853
Jaboatão dos Guararapes,123,1,3,2,12,0,1,4485,5691,1267,15,11458,4353.711671146032
Guarulhos,332,5,1,4,16,1,0,1995,1842,407,62,4306,1365.9334314078878
Goiânia,46,4,3,0,17,0,0,1619,7951,1076,135,10781,5595.0084379607015
Macapá,205,5,2,2,13,0,0,4827,3964,12,46,8849,2992.8616709418097
Belo Horizonte,146,4,1,3,14,0,1,3233,4518,1412,119,9282,3380.971482374241
Feira de Santana,87,4,1,1,15,0,1,1037,6153,30,135,7355,4804.436544021361
Guarulhos,248,5,1,2,1,1,0,4161,3533,579,130,8403,2512.070277942342
Macapá,296,2,4,3,6,1,1,1112,4172,1267,128,6679,3228.8694907730646
Vila Velha,117,2,2,2,17,1,1,2914,759,229,187,4089,551.7289183647794
Betim,266,3,4,4,13,1,0,4631,3050,1714,49,9444,2194.158166036999
São José dos Campos,53,3,2,0,9,1,0,3068,3223,631,91,7013,2258.3085123266414
Guarulhos,38,1,4,4,2,1,1,4082,7069,1120,72,12343,4966.194196279928
Londrina,70,1,3,2,14,1,0,4484,8317,872,124,13797,5865.030424144886
Rio de Janeiro,455,5,2,3,12,0,1,4328,1572,1179,102,7181,1145.4626439641
Vitória,313,3,4,2,10,1,0,2207,6510,699,22,9438,4892.1558692333165
Santo André,267,4,3,4,18,1,0,1395,8737,1680,86,11898,6192.632543125745
Aracaju,70,5,2,4,1,1,0,3332,7697,484,70,11583,5618.403434261001
Teresina,387,5,1,4,7,0,0,3318,6301,433,135,10187,4807.026969283796
Fortaleza,371,2,1,2,1,1,1,2171,3030,1546,56,6803,2125.540971523565
Ananindeua,41,2,3,3,8,1,1,1954,5930,1823,183,9890,4282.710483205645
Fortaleza,451,3,4,0,0,1,0,1616,2673,1019,28,5336,1919.603222061136
São José dos Campos,287,1,3,3,5,0,1,1617,738,1326,51,3732,576.6155154911327
Porto Alegre,229,2,3,1,6,0,0,3229,2621,1880,48,7778,1936.8132147341466
Fortaleza,70,2,3,3,13,0,0,3896,1377,646,172,6091,1057.7095559319635
Uberlândia,259,1,2,1,6,0,1,3633,1011,686,33,5363,714.3687563868955
Campinas,156,4,1,3,9,1,0,1486,817,764,100,3167,609.029801907906
Betim,397,5,1,2,10,0,1,318,8424,1244,71,10057,6324.458649754253
Feira de Santana,260,2,1,0,13,1,0,812,2412,199,165,3588,1705.5872448868793
Joinville,229,3,1,3,14,1,0,159,9125,1838,102,11224,6630.598842187811
Macapá,425,1,2,4,15,0,0,913,1004,1493,148,3558,765.1642418822962
Campinas,155,5,3,3,12,1,0,2562,3860,1391,121,7934,2938.06182662528
Ananindeua,117,5,1,1,4,0,1,4436,9152,1043,35,14666,6693.786000264819
Maceió,430,5,2,1,1,0,0,1089,7945,1529,35,10598,6351.474234664115
Osasco,133,2,2,0,6,0,1,812,3019,199,191,4221,2116.402323259666
Macapá,350,2,2,1,0,1,0,2492,9466,1759,188,13905,6889.37718092312
Recife,263,5,4,1,17,0,0,697,5377,1240,142,7456,4031.636416067563
Porto Alegre,383,2,1,4,11,1,0,1821,9649,1198,16,12684,7101.327341671932
Aparecida de Goiânia,69,4,4,2,8,0,0,3307,2444,1865,109,7725,1847.825697644379
Porto Alegre,271,3,3,4,2,0,0,3109,8379,126,13,11627,5965.17681497987
Belém,460,5,2,0,0,0,1,1610,1185,232,123,3150,924.9400755647692
Brasília,337,4,1,1,7,1,1,2926,4603,681,17,8227,3375.081586321495
São Paulo,57,1,1,2,9,0,0,3605,7896,14,162,11677,5619.344602447298
Goiânia,179,2,3,4,16,0,1,3132,5032,1899,138,10201,3924.390259997287
Niterói,430,4,1,3,15,1,1,3556,7464,1653,31,12704,5641.153961274379
João Pessoa,493,1,1,2,7,0,0,4867,5366,1173,115,11521,4050.667404181168
Caxias do Sul,120,3,2,4,13,1,0,4047,1099,1791,148,7085,833.9984907907062
Maceió,110,3,1,2,10,1,0,806,9531,28,145,10510,7178.270178822952
Feira de Santana,437,5,2,0,2,1,1,566,6008,1824,108,8506,4324.661735306205
Boa Vista,202,5,4,2,7,0,0,2790,3489,1730,155,8164,2775.050148906981
Jaboatão dos Guararapes,69,1,1,0,0,0,1,3018,8007,1900,11,12936,5675.826254454865
Mogi das Cruzes,459,5,3,2,11,0,0,760,1308,1495,82,3645,921.3368267333433
João Pessoa,472,4,2,0,2,1,0,3509,1148,1053,80,5790,828.0656802797425
São Gonçalo,142,5,1,4,0,1,0,3242,7492,1246,136,12116,5666.8326297398635
Vila Velha,449,1,1,4,9,1,0,3373,2526,1782,63,7744,1849.3342567180398
Curitiba,49,5,4,0,12,1,1,4095,3554,720,43,8412,2547.602970487023
Aracaju,365,4,3,4,3,0,1,2171,7662,673,92,10598,5917.6462401823
Uberlândia,487,2,1,3,12,1,0,148,6746,941,187,8022,4909.551643887415
Aparecida de Goiânia,148,5,1,3,3,1,0,1989,3972,60,67,6088,3112.566902412188
Porto Velho,338,3,1,4,17,1,1,896,627,619,102,2244,489.1767907302337
Piracicaba,378,5,3,0,4,0,0,2193,6688,212,17,9110,4800.004410889854
Feira de Santana,107,3,3,4,12,1,0,2782,8198,982,107,12069,6412.44449116416
Uberlândia,464,2,4,1,1,1,1,859,3441,778,195,5273,2485.1325864971586
Macapá,112,1,1,4,18,1,1,2213,4876,222,189,7500,3520.00473407318
São Gonçalo,310,5,4,1,19,0,1,3324,2807,1024,174,7329,2026.519184603337
Jundiaí,248,5,3,3,9,0,0,1897,6827,1609,103,10436,5101.726638100951
Campinas,113,1,2,0,19,0,1,1209,5881,1071,189,8350,4191.668219051881
Mogi das Cruzes,422,1,3,4,9,0,1,4229,8283,569,10,13091,6321.090697411478
Guarulhos,35,1,4,1,5,1,0,843,5061,850,41,6795,3925.7153791719365
Vitória,167,3,1,0,9,1,0,1661,1919,114,149,3843,1430.6201410453423
Mogi das Cruzes,230,5,4,0,5,1,0,1594,3091,1783,172,6640,2338.4570705090564
Cuiabá,116,2,1,2,9,0,1,1548,8607,444,43,10642,6213.617037300628
Caxias do Sul,355,3,2,1,17,1,0,557,8613,1263,81,10514,6806.028370877355
Fortaleza,203,5,3,4,9,1,0,4798,1134,1471,175,7578,880.2321163891304
Jaboatão dos Guararapes,370,5,1,0,0,0,1,1863,7013,144,144,9164,5549.997409759183
Belo Horizonte,105,5,4,3,7,0,1,1460,9100,1563,94,12217,6645.975201244343
São Luís,120,5,3,0,4,0,1,44,7714,1874,64,9696,5552.323941214833
Campo Grande,116,5,4,2,12,1,0,560,6084,845,138,7627,4848.825096750688
João Pessoa,21,3,2,3,1,0,1,2138,6938,1232,193,10501,5119.303876291631
Rio de Janeiro,182,2,3,0,13,1,0,2439,1850,1833,195,6317,1316.7319965912989
Santo André,390,5,4,2,12,1,1,4845,833,913,31,6622,585.2998333629298
São José dos Campos,163,1,3,3,1,1,1,2083,3637,752,75,6547,2563.1792648997516
Osasco,114,1,2,4,8,1,1,2213,957,1034,167,4371,712.8929342635838
Ananindeua,245,5,3,4,14,1,0,1059,1561,179,98,2897,1110.2033016936289
Fortaleza,489,1,1,0,11,1,0,3584,516,1424,183,5707,412.38666080597613
São Paulo,263,4,2,3,15,1,1,4143,3369,1508,20,9040,2630.762554662769
Manaus,286,1,1,4,14,0,0,3807,1777,124,156,5864,1300.9122771049683
Natal,74,5,4,0,10,0,0,889,7636,1033,63,9621,5535.9433266197675
Goiânia,247,1,1,3,1,0,1,3431,5142,126,126,8825,3793.6359420271237
Rio de Janeiro,243,3,1,3,15,0,0,3598,4319,266,50,8233,3033.2806237174054
Salvador,473,2,2,0,1,1,0,1158,5447,1968,170,8743,3838.6816047679654
Santo André,173,4,1,3,5,1,0,4672,4134,1587,109,10502,2937.7338798627447
Aparecida de Goiânia,148,2,4,3,15,0,0,4803,4911,1237,32,10983,3484.9167693026384
Duque de Caxias,190,2,2,4,12,0,0,3740,1125,366,42,5273,791.5508614963684
Salvador,251,1,2,2,19,0,0,2231,6000,1014,36,9281,4341.08182853417
Uberlândia,413,5,2,0,9,1,1,4083,6303,1861,62,12309,4827.485251447015
Uberlândia,358,3,3,2,16,1,1,1770,5808,1119,104,8801,4630.65932754062
Campinas,122,3,4,2,13,1,0,1965,6958,713,130,9766,5467.028569161496
São José dos Campos,472,1,4,4,12,1,1,4494,6712,606,96,11908,4889.828628812073
Duque de Caxias,382,4,3,2,12,0,1,197,1039,600,167,2003,804.0292335180453
São Gonçalo,64,4,3,3,17,0,1,1289,3420,884,171,5764,2663.3237668278894
São José dos Campos,409,5,2,0,18,0,0,1449,8055,1900,98,11502,6418.366300569839
Contagem,267,4,3,3,19,1,0,2109,3636,1056,59,6860,2719.4621294697663
Goiânia,374,1,4,0,8,1,1,1643,3711,1227,13,6594,2890.0224045551768
Joinville,204,2,1,3,10,0,1,205,8268,656,116,9245,5820.111546516035
Caxias do Sul,397,3,2,4,13,1,0,440,2073,1467,153,4133,1628.976053198655
Duque de Caxias,396,2,1,0,17,0,0,3170,7803,321,43,11337,5523.9727013248585
Barueri,418,1,1,3,9,0,0,915,2556,356,93,3920,1991.9886263869337
Cuiabá,90,4,4,0,14,0,0,1478,6658,632,167,8935,5179.040621273505
Betim,471,2,4,2,9,0,0,774,8417,1918,138,11247,6103.534726071296
Vitória,253,2,2,3,1,1,0,416,827,1603,198,3044,595.9471840667787
Duque de Caxias,157,3,1,2,17,0,1,1503,6988,383,107,8981,4974.517437693264
Uberlândia,205,5,3,2,18,1,0,184,9632,1436,171,11423,7216.433726717915
Fortaleza,281,1,3,2,13,1,0,1150,1083,1220,158,3611,778.5985608723272
Betim,357,5,3,2,18,1,1,1211,5128,1016,165,7520,3664.770214216807
Boa Vista,155,1,3,3,4,1,1,2313,4457,1005,148,7923,3227.3155417537746
Porto Velho,20,3,1,1,10,0,1,333,6744,1416,104,8597,5296.612371428403
Guarulhos,488,1,4,1,7,1,1,611,7237,973,74,8895,5332.714646811228
Porto Alegre,103,3,4,3,19,1,1,4156,1075,495,79,5805,854.0440155783195
São José dos Campos,41,1,4,3,16,0,0,2902,7272,1602,49,11825,5293.402991949154
Boa Vista,313,4,2,2,14,0,1,4462,7940,225,176,12803,6216.167424212108
Joinville,90,1,2,3,18,1,1,1755,1436,1945,143,5279,1089.6137343015816
Sorocaba,468,4,2,3,10,1,0,3253,2701,367,162,6483,2156.0856383828004
Boa Vista,475,1,4,0,2,0,1,2239,5458,287,50,8034,4272.4113467861125
Maceió,290,5,2,2,5,0,1,4431,2437,1490,154,8512,1909.8012674866122
Maringá,355,2,3,4,18,1,0,3377,2978,781,79,7215,2336.639840712027
São José dos Campos,212,5,1,4,4,1,1,1816,3933,1634,23,7406,3136.6589554819175
Curitiba,271,4,1,0,14,1,0,4056,5950,1323,181,11510,4417.8044707813715
Mogi das Cruzes,402,2,4,4,3,0,1,4003,1746,1047,161,6957,1307.4337118375402
Guarulhos,161,5,4,1,9,0,0,2056,3683,342,141,6222,2701.49555734927
Niterói,88,3,2,0,11,1,0,2539,2316,394,152,5401,1632.8743907682012
Jaboatão dos Guararapes,133,3,1,4,17,0,1,2812,1486,1915,94,6307,1180.2664204774464
Londrina,452,3,4,4,13,1,0,643,6636,29,129,7437,4997.759920402585
Jundiaí,415,3,1,0,16,0,1,1021,3259,1818,116,6214,2570.2579202194875
Guarulhos,216,1,3,1,19,0,1,968,3816,366,36,5186,2844.488751104426
Londrina,131,3,3,0,2,1,1,2330,8853,1409,146,12738,6536.9870292610085
Santo André,178,1,1,0,12,1,1,948,8264,185,155,9552,6026.631190748242
Jaboatão dos Guararapes,289,5,3,0,0,1,1,2327,9483,1060,169,13039,6968.14465101443
Campinas,492,4,1,0,0,1,0,4801,7498,767,179,13245,5392.8711663253835
Montes Claros,488,1,4,0,16,0,0,1925,6685,369,160,9139,4952.874075364425
Niterói,46,2,3,2,12,0,1,1047,8938,1846,70,11901,6375.8145705769975
Jundiaí,223,5,4,0,7,1,0,1364,7273,1787,55,10479,5662.265680080115
Belém,429,3,4,0,11,0,1,4318,6229,988,17,11552,4476.081967265219
Jaboatão dos Guararapes,46,4,4,0,0,0,0,2743,3899,232,93,6967,2808.242721335831
Duque de Caxias,118,5,4,3,7,1,1,1018,5880,1164,138,8200,4256.035617459011
Uberlândia,245,5,2,4,2,1,1,2816,1640,899,132,5487,1206.8640568783635
